Elm,Domain,interactorElm,interactorDomain,StartElm,StopElm,StartDomain,StopDomain,AffinityMin,AffinityMax,PMID,taxonomyElm,taxonomyDomain
LIG_LIR_Gen_1,PF02991,O60238,O95166,35,39,13,116,None,None,20010802,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,O60238,Q9H0R8,35,39,13,116,None,None,20010802,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,O60238,P60520,35,39,13,116,None,None,20010802,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,O60238,Q9H492,35,39,15,120,28,28,20010802,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,O60238,Q9GZQ8,35,39,15,120,91,91,20010802,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q9BQS8,Q9H492,1277,1283,15,120,None,None,23043107,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q9BQS8,O95166,1277,1283,13,116,None,None,23043107,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q9BQS8,Q9BXW4,1277,1283,21,126,None,None,23043107,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q9BQS8,Q9H0R8,1277,1283,13,116,None,None,23043107,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q9BQS8,P60520,1277,1283,13,116,None,None,23043107,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q9BQS8,Q9GZQ8,1277,1283,15,120,None,None,23043107,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q8MQJ7,Q9W2S2,389,394,13,116,None,None,23043107,7227(Drosophila melanogaster),7227(Drosophila melanogaster)
LIG_LIR_Gen_1,PF02991,Q92609,Q9GZQ8,58,62,15,120,None,None,22354992,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q92609,Q9H0R8,58,62,13,116,None,None,22354992,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q92609,Q9H492,58,62,15,120,None,None,22354992,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q92609,Q9GZQ8,784,790,15,120,None,None,22354992,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q92609,Q9H0R8,784,790,13,116,None,None,22354992,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q92609,Q9H492,784,790,15,120,None,None,22354992,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,Q00610,O95166,511,517,13,116,None,None,18027972,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Gen_1,PF02991,P35193,P38182,411,415,13,116,None,None,19021777,559292(Saccharomyces cerevisiae S288c),559292(Saccharomyces cerevisiae S288c)
LIG_LIR_Gen_1,PF02991,P40344,P38182,269,273,13,116,None,None,20615880,559292(Saccharomyces cerevisiae S288c),559292(Saccharomyces cerevisiae S288c)
LIG_LIR_Gen_1,PF02991,Q9Y4P1,Q62625,7,11,15,120,None,None,19322194,9606(Homo sapiens),10116(Rattus norvegicus)
LIG_LIR_Gen_1,PF02991,Q3MII6,Q9DCD6,135,139,13,116,None,None,21383079,9606(Homo sapiens),10090(Mus musculus)
LIG_LIR_Gen_1,PF02991,Q3MII6,Q9CQV6,135,139,15,120,None,None,21383079,9606(Homo sapiens),10090(Mus musculus)
LIG_LIR_Gen_1,PF02991,Q3MII6,P60521,135,139,13,116,None,None,21383079,9606(Homo sapiens),10090(Mus musculus)
LIG_LIR_LC3C_4,PF02991,Q13137,Q9BXW4,132,136,21,126,1.6,1.6,23022382,9606(Homo sapiens),9606(Homo sapiens)
LIG_LIR_Apic_2,PF02991,C0H519,P38182,102,108,13,116,None,None,22982544,36329(Plasmodium falciparum 3D7),559292(Saccharomyces cerevisiae S288c)
LIG_LIR_Nem_3,PF02991,G5EC37,Q09490,466,472,13,116,None,None,"1,916,733,220,083,100",6239(Caenorhabditis elegans),6239(Caenorhabditis elegans)
DOC_PP2B_LxvP_1,PF13499,O95644,P63098,387,390,None,None,1.3,1.3,"192,859,441,086,098,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2B_LxvP_1,PF00149,O95644,Q08209,387,390,83,285,1.3,1.3,"192,859,441,086,098,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2B_LxvP_1,PF13499,Q13469,P63098,369,372,None,None,None,None,"1,640,728,410,860,980",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2B_LxvP_1,PF00149,Q13469,Q08209,369,372,83,285,None,None,"1,640,728,410,860,980",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2B_LxvP_1,PF13499,Q12968,P63098,393,396,None,None,None,None,"164,072,841,086,098,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2B_LxvP_1,PF00149,Q12968,Q08209,393,396,83,285,None,None,"164,072,841,086,098,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2B_LxvP_1,PF13499,Q14934,P63098,378,381,None,None,None,None,"1,640,728,410,860,980",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2B_LxvP_1,PF00149,Q14934,Q08209,378,381,83,285,None,None,"1,640,728,410,860,980",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2B_LxvP_1,PF13499,Q6VAB6,P63098,393,396,None,None,None,None,19560418,9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2B_LxvP_1,PF00149,Q6VAB6,Q08209,393,396,83,285,None,None,19560418,9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2B_LxvP_1,PF13499,O35303,P63098,645,648,None,None,27,27,23486469,10116(Rattus norvegicus),9606(Homo sapiens)
DOC_PP2B_LxvP_1,PF00149,O35303,Q08209,645,648,83,285,27,27,23486469,10116(Rattus norvegicus),9606(Homo sapiens)
LIG_WH1,PF00568,O43516,O08816,451,461,28,135,None,None,12372256,9606(Homo sapiens),10116(Rattus norvegicus)
LIG_WH1,PF00568,Q8TF74,O08816,397,407,28,135,None,None,12372256,9606(Homo sapiens),10116(Rattus norvegicus)
LIG_WH1,PF00568,A6NGB9,O08816,420,430,28,135,None,None,12372256,9606(Homo sapiens),10116(Rattus norvegicus)
LIG_WRPW_2,PF00400,Q9VN10,P16371,16,19,None,None,None,None,10433905,7227(Drosophila melanogaster),7227(Drosophila melanogaster)
LIG_WRPW_2,PF00400,Q9XTN4,P16371,461,464,None,None,None,None,11159907,7227(Drosophila melanogaster),7227(Drosophila melanogaster)
LIG_WW_2,PF00397,Q03173,P46933,602,605,256,284,None,None,9407065,10090(Mus musculus),10116(Rattus norvegicus)
LIG_WW_2,PF00397,Q05860,Q9R1C7,877,880,None,None,None,None,"91,713,518,605,874",10090(Mus musculus),10090(Mus musculus)
LIG_WW_2,PF00397,Q05860,Q9R1C7,877,880,142,171,None,None,"91,713,518,605,874",10090(Mus musculus),10090(Mus musculus)
LIG_WW_2,PF00397,Q64213,Q9R1C7,575,578,None,None,0.024,0.024,9171351,10090(Mus musculus),10090(Mus musculus)
LIG_WW_3,PF00397,Q923D5,Q61048,482,486,None,None,None,None,"1,959,270,310,744,720",10090(Mus musculus),10090(Mus musculus)
DOC_PP1_MyPhoNE_1,PF00149,Q90623,P62207,10,17,56,251,None,None,15164081,9031(Gallus gallus),9031(Gallus gallus)
DOC_PP2B_PxIxI_1,PF00149,O36972,Q08209,205,211,83,285,0.777,0.829,23468591,10500(African swine fever virus Malawi LIL 20/1),9606(Homo sapiens)
LIG_WD40_WDR5_VDV_1,IPR017986,Q9H9L4,P61964,410,413,0,0,8.6,8.6,24788516,9606(Homo sapiens),9606(Homo sapiens)
LIG_WD40_WDR5_VDV_1,IPR017986,Q9VAF4,Q9V3J8,159,162,0,0,7.3,7.3,24788516,7227(Drosophila melanogaster),7227(Drosophila melanogaster)
LIG_WD40_WDR5_WIN_1,IPR017986,Q7Z3B3,P61964,590,596,0,0,0.18,0.18,24788516,9606(Homo sapiens),9606(Homo sapiens)
LIG_WD40_WDR5_WIN_2,IPR017986,A4V2Z1,Q9V3J8,719,725,0,0,None,None,24788516,7227(Drosophila melanogaster),7227(Drosophila melanogaster)
LIG_CNOT1_NIM_1,PF04054,Q8WY41,A5YKK6,40,49,1996,2359,None,None,24736845,9606(Homo sapiens),9606(Homo sapiens)
LIG_CNOT1_NIM_1,PF04054,P60321,A5YKK6,6,15,1996,2359,None,None,24736845,9606(Homo sapiens),9606(Homo sapiens)
LIG_CNOT1_NIM_1,PF04054,P60323,A5YKK6,4,13,1996,2359,None,None,24736845,9606(Homo sapiens),9606(Homo sapiens)
LIG_CNOT1_NIM_1,PF04054,P60322,Q6ZQ08,6,15,1995,2358,None,None,22448252,10090(Mus musculus),10090(Mus musculus)
DEG_COP1_1,PF00400,P50549,Q8NHY2,67,74,None,None,None,None,21572435,9606(Homo sapiens),9606(Homo sapiens)
DEG_COP1_1,PF00400,P43268,Q8NHY2,74,81,None,None,None,None,21572435,9606(Homo sapiens),9606(Homo sapiens)
DEG_COP1_1,PF00400,P41161,Q8NHY2,66,73,None,None,None,None,21572435,9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2A_KARD_1,PF01603,O60566,Q15172,668,680,55,463,None,None,"230,795,972,378,909,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2A_KARD_1,PF01603,O60566,Q13362,668,680,27,438,None,None,"230,795,972,378,909,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2A_KARD_1,PF01603,O60566,Q16537,668,680,47,455,None,None,"230,795,972,378,909,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2A_KARD_1,PF01603,O60566,Q14738,668,680,102,514,None,None,"230,795,972,378,909,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
DOC_PP2A_KARD_1,PF01603,O60566,Q15173,668,680,61,469,None,None,"230,795,972,378,909,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_Keap1_1,PF01344,Q60795,Q9Z2X8,77,82,None,None,None,None,"1,650,736,612,167,150",10090(Mus musculus),10090(Mus musculus)
DEG_Kelch_Keap1_1,PF01344,Q16236,Q14145,77,82,None,None,None,None,16888629,9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_Keap1_1,PF01344,Q13501,Q9Z2X8,347,352,None,None,None,None,20452972,9606(Homo sapiens),10090(Mus musculus)
DEG_Kelch_Keap1_1,PF01344,Q96HS1-1,Q9Z2X8,77,82,None,None,None,None,17046835,9606(Homo sapiens),10090(Mus musculus)
DEG_Kelch_Keap1_1,PF01344,P26350,Q9Z2X8,41,46,None,None,1.7,1.88,"1,839,141,523,318,950",10090(Mus musculus),10090(Mus musculus)
DEG_Kelch_Keap1_1,PF01344,O14920,Q14145,34,39,None,None,None,None,19818716,9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_Keap1_1,PF01344,Q5JTC6,Q14145,286,291,None,None,None,None,22215675,9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_Keap1_1,PF01344,Q12830,Q14145,729,734,None,None,10.5,11.5,23892546,9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_Keap1_1,PF01344,Q64337,Q9Z2X8,349,354,None,None,None,None,20173742,10090(Mus musculus),10090(Mus musculus)
DEG_Kelch_Keap1_2,PF01344,Q60795,Q9Z2X8,26,32,None,None,None,None,"2,436,654,317,785,450",10090(Mus musculus),10090(Mus musculus)
DEG_Kelch_actinfilin_1,PF01344,P42260,Q8K430,881,885,None,None,None,None,17062563,10116(Rattus norvegicus),10116(Rattus norvegicus)
DEG_Kelch_KLHL3_1,PF01344,Q9H4A3,O95198,628,637,None,None,None,None,23838290,9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_KLHL3_1,PF01344,Q9H4A3,Q9UH77,628,637,None,None,None,None,23838290,9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_KLHL3_1,PF01344,Q9Y3S1,O95198,588,597,None,None,None,None,23838290,9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_KLHL3_1,PF01344,Q9Y3S1,Q9UH77,588,597,None,None,None,None,23838290,9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_KLHL3_1,PF01344,Q9BYP7,O95198,537,546,None,None,None,None,23838290,9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_KLHL3_1,PF01344,Q9BYP7,Q9UH77,537,546,None,None,None,None,23838290,9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_KLHL3_1,PF01344,Q96J92,O95198,557,566,None,None,0.3,0.9,"2,464,132,023,838,290",9606(Homo sapiens),9606(Homo sapiens)
DEG_Kelch_KLHL3_1,PF01344,Q96J92,Q9UH77,557,566,None,None,0.3,0.9,"2,464,132,023,838,290",9606(Homo sapiens),9606(Homo sapiens)
LIG_CNOT1_NIM_1,PF04054,Q8WY41,A5YKK6,40,49,1998,2357,None,None,24736845,9606(Homo sapiens),9606(Homo sapiens)
LIG_CNOT1_NIM_1,PF04054,P60321,A5YKK6,6,15,1998,2357,None,None,24736845,9606(Homo sapiens),9606(Homo sapiens)
LIG_CNOT1_NIM_1,PF04054,P60323,A5YKK6,4,13,1998,2357,None,None,24736845,9606(Homo sapiens),9606(Homo sapiens)
LIG_CNOT1_NIM_1,PF04054,P60322,Q6ZQ08,6,15,1997,2356,None,None,22448252,10090(Mus musculus),10090(Mus musculus)
LIG_RPA_C_Vert,PF08784,Q9NZC9,Q5Z8L1,12,27,315,422,None,None,"2,491,019,819,793,860",9606(Homo sapiens),39947(Oryza sativa Japonica Group)
LIG_RPA_C_Vert,PF08784,P13051,Q5Z8L1,73,88,315,422,None,None,"2,491,019,811,081,630",9606(Homo sapiens),39947(Oryza sativa Japonica Group)
LIG_RPA_C_Vert,PF08784,P23025,Q5Z8L1,27,42,315,422,None,None,11081631,9606(Homo sapiens),39947(Oryza sativa Japonica Group)
LIG_RPA_C_Vert,PF08784,Q9BVW5,Q5Z8L1,202,217,315,422,None,None,"1,729,672,524,910,190",9606(Homo sapiens),39947(Oryza sativa Japonica Group)
LIG_Mtr4_Air2_1,PF00270,Q12476,P47047,43,47,151,302,6.9,6.9,"2,517,502,715,935,750",559292(Saccharomyces cerevisiae S288c),559292(Saccharomyces cerevisiae S288c)
LIG_Mtr4_Air2_1,PF00270,P40507,P47047,55,59,151,302,None,None,25175027,559292(Saccharomyces cerevisiae S288c),559292(Saccharomyces cerevisiae S288c)
LIG_Mtr4_Air2_1,PF00270,Q9P795,O14232,78,82,200,351,None,None,25175027,284812(Schizosaccharomyces pombe 972h-),284812(Schizosaccharomyces pombe 972h-)
LIG_Mtr4_Trf4_1,PF00270,P53632,P47047,118,133,151,302,7.8,7.8,"2,517,502,715,935,750",559292(Saccharomyces cerevisiae S288c),559292(Saccharomyces cerevisiae S288c)
LIG_Mtr4_Trf4_1,PF00270,Q9UTN3,O14232,150,168,200,351,None,None,"255,895,462,517,502,000,000,000",284812(Schizosaccharomyces pombe 972h-),284812(Schizosaccharomyces pombe 972h-)
LIG_Mtr4_Trf4_1,PF00270,P48561,P47047,101,117,151,302,10.7,10.7,25589546,559292(Saccharomyces cerevisiae S288c),559292(Saccharomyces cerevisiae S288c)
LIG_Mtr4_Trf4_2,PF00270,Q8NDF8,P42285,18,25,141,292,None,None,25589546,9606(Homo sapiens),9606(Homo sapiens)
LIG_Mtr4_Trf4_2,PF00270,Q68ED3,Q9CZU3,18,25,139,290,None,None,,10090(Mus musculus),10090(Mus musculus)
DEG_SPOP_SBC_1,PF00917,O75367,O43791,171,175,38,163,63.6,63.6,19818708,9606(Homo sapiens),9606(Homo sapiens)
DEG_SPOP_SBC_1,PF00917,P19538,Q7T330,371,375,38,163,105,105,19818708,7227(Drosophila melanogaster),7955(Danio rerio)
DEG_SPOP_SBC_1,PF00917,P19538,Q7T330,1362,1366,38,163,76.1,76.1,19818708,7227(Drosophila melanogaster),7955(Danio rerio)
DEG_SPOP_SBC_1,PF00917,Q9VHV8,O43791,98,102,38,163,3.7,3.7,19818708,7227(Drosophila melanogaster),9606(Homo sapiens)
DEG_SPOP_SBC_1,PF00917,Q9VHV8,O43791,289,293,38,163,1000,1000,19818708,7227(Drosophila melanogaster),9606(Homo sapiens)
DEG_SPOP_SBC_1,PF00917,Q9VHV8,O43791,381,385,38,163,266,266,19818708,7227(Drosophila melanogaster),9606(Homo sapiens)
DEG_SPOP_SBC_1,PF00917,Q9UER7,O43791,608,612,38,163,None,None,19818708,9606(Homo sapiens),9606(Homo sapiens)
DEG_SPOP_SBC_1,PF00917,Q9UER7,O43791,680,684,38,163,125,125,19818708,9606(Homo sapiens),9606(Homo sapiens)
DOC_GSK3_Axin_1,PF00069,O15169,P49841,383,399,56,340,None,None,"2,004,319,212,554,650",9606(Homo sapiens),9606(Homo sapiens)
DOC_GSK3_Axin_1,PF00069,Q9YGY0,Q91757,383,399,56,340,None,None,10490650,8355(Xenopus laevis),8355(Xenopus laevis)
LIG_CID_NIM_1,IPR006569,P53632,P53617,574,583,1,153,1.08,1.1,25066235,559292(Saccharomyces cerevisiae S288c),559292(Saccharomyces cerevisiae S288c)
LIG_Pex14_3,PF00515,P50542,O75381,62,67,62,137,0.1,0.1,24235149,9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,P06748,P63279,245,249,8,152,None,None,"247,825,672,511,421,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,Q96QT6,P63279,462,469,8,152,None,None,"2,478,256,725,218,440",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,Q9H4L7,P63279,73,79,8,152,None,None,"2,478,256,725,218,440",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,Q9Y2X9,P63279,790,797,8,152,None,None,"2,478,256,725,218,440",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,Q00839,P63279,262,267,8,152,None,None,"2,511,421,125,218,440",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,Q14151,P63279,246,254,8,152,None,None,"2,511,421,125,218,440",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,O75152,P63279,475,479,8,152,None,None,"2,478,256,725,218,440",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,O75152,P63279,111,116,8,152,None,None,"2,478,256,725,218,440",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,P49792,P63279,2588,2593,8,152,None,None,"2,079,763,425,218,440",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,P49792,P63279,2568,2572,8,152,None,None,"24,782,567,161,940,900,000,000,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,Q8ND82,P63279,2,7,8,152,None,None,"2,478,256,725,218,440",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,Q8WUA2,P63279,214,219,8,152,None,None,"2,478,256,725,218,440",9606(Homo sapiens),9606(Homo sapiens)
MOD_SUMO_rev_2,PF00179,Q96JM2,P63279,15,21,8,152,None,None,"2,511,421,125,218,440",9606(Homo sapiens),9606(Homo sapiens)
LIG_DCNL_PONY_1,PF03556,Q969M7,Q8IWE4,1,4,161,277,1.1,1.1,23201271,9606(Homo sapiens),9606(Homo sapiens)
LIG_DCNL_PONY_1,PF03556,P61081,Q96GG9,1,4,136,247,2,2,"2,194,085,723,201,270",9606(Homo sapiens),9606(Homo sapiens)
LIG_DCNL_PONY_1,PF03556,P61081,Q6PH85,1,4,136,247,1.8,1.8,"2,194,085,723,201,270",9606(Homo sapiens),9606(Homo sapiens)
LIG_GSK3_LRP6_1,PF00069,O75581,P49840,1487,1492,119,403,None,None,14731402,9606(Homo sapiens),9606(Homo sapiens)
LIG_GSK3_LRP6_1,PF00069,O75581,P49840,1527,1532,119,403,None,None,14731402,9606(Homo sapiens),9606(Homo sapiens)
LIG_GSK3_LRP6_1,PF00069,O75581,P49840,1569,1574,119,403,None,None,"2,464,241,114,731,400",9606(Homo sapiens),9606(Homo sapiens)
LIG_GSK3_LRP6_1,PF00069,O75581,P49840,1587,1592,119,403,None,None,14731402,9606(Homo sapiens),9606(Homo sapiens)
LIG_GSK3_LRP6_1,PF00069,O75581,P49840,1604,1609,119,403,None,None,"2,464,241,114,731,400",9606(Homo sapiens),9606(Homo sapiens)
LIG_GSK3_LRP6_1,PF00069,F4X5W2,P49840,1512,1517,119,403,None,None,14731402,103372(Acromyrmex echinatior),9606(Homo sapiens)
LIG_GSK3_LRP6_1,PF00069,O88572,P49840,1527,1532,119,403,None,None,14731402,10090(Mus musculus),9606(Homo sapiens)
LIG_GSK3_LRP6_1,PF00069,A0A0B8RSN6,P49840,1492,1497,119,403,None,None,14731402,9825(Sus scrofa domesticus),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,Q14694,Q13283,8,13,11,133,None,None,"1,143,935,025,658,430",9606(Homo sapiens),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,Q14694,Q9UN86,8,13,11,133,None,None,"1,143,935,025,658,430",9606(Homo sapiens),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,P08411,Q13283,1785,1790,11,133,6.7,6.7,"246,234,122,565,843,000,000,000",11033(Semliki forest virus),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,P08411,Q9UN86,1785,1790,11,133,6.7,6.7,"246,234,122,565,843,000,000,000",11033(Semliki forest virus),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,P08411,Q13283,1802,1807,11,133,None,None,"246,234,122,565,843,000,000,000",11033(Semliki forest virus),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,P08411,Q9UN86,1802,1807,11,133,None,None,"246,234,122,565,843,000,000,000",11033(Semliki forest virus),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,Q5XXP4,Q13283,1810,1815,11,133,None,None,"24,623,412,228,372,100,000,000,000,000,000",371095(Chikungunya virus strain Senegal 37997),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,Q5XXP4,Q9UN86,1810,1815,11,133,None,None,"24,623,412,228,372,100,000,000,000,000,000",371095(Chikungunya virus strain Senegal 37997),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,Q5XXP4,Q13283,1828,1833,11,133,None,None,"24,623,412,228,372,100,000,000,000,000,000",371095(Chikungunya virus strain Senegal 37997),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,Q5XXP4,Q9UN86,1828,1833,11,133,None,None,"24,623,412,228,372,100,000,000,000,000,000",371095(Chikungunya virus strain Senegal 37997),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,Q5XXP4,Q9VFT4,1810,1815,16,129,None,None,"24,623,412,228,372,100,000,000,000,000,000",371095(Chikungunya virus strain Senegal 37997),7227(Drosophila melanogaster)
LIG_G3BP_FGDF_1,PF02136,Q5XXP4,Q9VFT4,1828,1833,16,129,None,None,"24,623,412,228,372,100,000,000,000,000,000",371095(Chikungunya virus strain Senegal 37997),7227(Drosophila melanogaster)
LIG_G3BP_FGDF_1,PF02136,P03317,Q13283,1835,1840,11,133,None,None,"1,868,483,016,571,820",11034(Sindbis virus),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,P03317,Q9UN86,1835,1840,11,133,None,None,"1,868,483,016,571,820",11034(Sindbis virus),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,P03317,Q13283,1858,1863,11,133,None,None,"1,868,483,016,571,820",11034(Sindbis virus),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,P03317,Q9UN86,1858,1863,11,133,None,None,"1,868,483,016,571,820",11034(Sindbis virus),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,P03317,Q9VFT4,1835,1840,16,129,None,None,"1,868,483,016,571,820",11034(Sindbis virus),7227(Drosophila melanogaster)
LIG_G3BP_FGDF_1,PF02136,P03317,Q9VFT4,1858,1863,16,129,None,None,"1,868,483,016,571,820",11034(Sindbis virus),7227(Drosophila melanogaster)
LIG_G3BP_FGDF_1,PF02136,P04296,Q13283,1142,1147,11,133,None,None,25658430,10299(Herpes simplex virus (type 1 / strain 17)),9606(Homo sapiens)
LIG_G3BP_FGDF_1,PF02136,P36384,Q13283,1142,1147,11,133,None,None,"2,565,843,022,623,770",10310(Human herpesvirus 2),9606(Homo sapiens)
LIG_KLC1_WD_1,SM00028,P68619,O88447,62,71,253,286,None,None,21915095,10254(Vaccinia virus WR),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,P68619,O88447,95,104,253,286,None,None,"1,496,314,821,915,090",10254(Vaccinia virus WR),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,P68619,P37285,95,104,255,288,None,None,"1,496,314,821,915,090",10254(Vaccinia virus WR),10116(Rattus norvegicus)
LIG_KLC1_WD_1,SM00028,Q80HX6,Q07866,534,543,255,288,None,None,20195521,10254(Vaccinia virus WR),9606(Homo sapiens)
LIG_KLC1_WD_1,SM00028,Q8IWE5,O88448,205,214,239,272,23.7,23.7,"221,726,772,191,509,000,000,000",9606(Homo sapiens),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q8IWE5,O88448,234,241,239,272,111,111,"221,726,772,191,509,000,000,000",9606(Homo sapiens),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q8IWE5,O88447,205,214,253,286,None,None,"221,726,772,191,509,000,000,000",9606(Homo sapiens),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q8IWE5,O88447,234,241,253,286,None,None,"221,726,772,191,509,000,000,000",9606(Homo sapiens),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,O94985,O88447,901,910,253,286,None,None,"2,240,461,617,332,750",9606(Homo sapiens),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,O94985,O88447,972,979,253,286,None,None,"2,240,461,617,332,750",9606(Homo sapiens),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q9EPL2,O88447,901,910,253,286,None,None,"2,351,921,416,760,430",10090(Mus musculus),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q9EPL2,O88447,970,977,253,286,None,None,"2,351,921,416,760,430",10090(Mus musculus),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q9EPL2,O88448,901,910,239,272,10.5,10.5,"2,351,921,416,760,430",10090(Mus musculus),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q9EPL2,O88448,970,977,239,272,14.1,14.1,"2,351,921,416,760,430",10090(Mus musculus),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q86WG3,O88447,116,125,253,286,None,None,19861499,9606(Homo sapiens),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q8BHE3,O88447,116,125,253,286,None,None,19861499,10090(Mus musculus),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q1M168,O88447,116,125,253,286,None,None,19861499,10116(Rattus norvegicus),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q8WXH0,O88448,6417,6425,239,272,None,None,25516977,9606(Homo sapiens),10090(Mus musculus)
LIG_KLC1_WD_1,SM00028,Q12982,Q07866,95,104,255,288,None,None,"1,986,149,925,472,440",9606(Homo sapiens),9606(Homo sapiens)
